DATASET_NAME,SOURCE,SENSOR,PARAMETER,PROJ_NAME,SDPN,DS_SHORT_NAME,TOPIC,TERM,SOURCE_TYPE
NAMMA SMART-COMMIT MOBILE LABORATORIES,SMART-COMMIT,TOTAL SKY IMAGER,VISIBLE IMAGERY,NAMMA,,namsmart,SPECTRAL/ENGINEERING,VISIBLE WAVELENGTHS,INSTRUMENT PACKAGE
NAMMA SMART-COMMIT MOBILE LABORATORIES,SMART-COMMIT,TOTAL SKY IMAGER,SOLAR IRRADIANCE,NAMMA,,namsmart,ATMOSPHERE,ATMOSPHERIC RADIATION,INSTRUMENT PACKAGE
NAMMA SMART-COMMIT MOBILE LABORATORIES,SMART-COMMIT,AETHAELOMETER,ABSORPTION,NAMMA,,namsmart,ATMOSPHERE,ATMOSPHERIC RADIATION,INSTRUMENT PACKAGE
NAMMA SMART-COMMIT MOBILE LABORATORIES,SMART-COMMIT,GAS MONITOR,TRACE GASES/TRACE SPECIES,NAMMA,,namsmart,ATMOSPHERE,ATMOSPHERIC CHEMISTRY,INSTRUMENT PACKAGE
NAMMA LANGLEY AEROSOL RESEARCH GROUP EXPERIMENT (LARGE),NASA DC-8,AEROSOL/CLOUD PARTICLE SIZER,AEROSOL PARTICLE PROPERTIES,NAMMA,,namlarge,ATMOSPHERE,AEROSOLS,AIRCRAFT
NAMMA LANGLEY AEROSOL RESEARCH GROUP EXPERIMENT (LARGE),NASA DC-8,CONDENSATION NUCLEI COUNTER,AEROSOL PARTICLE PROPERTIES,NAMMA,,namlarge,ATMOSPHERE,AEROSOLS,AIRCRAFT
NAMMA LANGLEY AEROSOL RESEARCH GROUP EXPERIMENT (LARGE),NASA DC-8,CONDENSATION NUCLEI COUNTER,CLOUD CONDENSATION NUCLEI,NAMMA,,namlarge,ATMOSPHERE,AEROSOLS,AIRCRAFT
INFRARED GLOBAL GEOSTATIONARY COMPOSITE,GMS-4,VISSR,INFRARED IMAGERY,N/A,,globalir,SPECTRAL/ENGINEERING,INFRARED WAVELENGTHS,SATELLITE
INFRARED GLOBAL GEOSTATIONARY COMPOSITE,GOES-8,GOES-8 IMAGER,INFRARED IMAGERY,N/A,,globalir,SPECTRAL/ENGINEERING,INFRARED WAVELENGTHS,SATELLITE
INFRARED GLOBAL GEOSTATIONARY COMPOSITE,GOES-9,GOES-9 IMAGER,INFRARED IMAGERY,N/A,,globalir,SPECTRAL/ENGINEERING,INFRARED WAVELENGTHS,SATELLITE
INFRARED GLOBAL GEOSTATIONARY COMPOSITE,METEOSAT-6,VISSR,INFRARED IMAGERY,N/A,,globalir,SPECTRAL/ENGINEERING,INFRARED WAVELENGTHS,SATELLITE
OLS ANALOG DERIVED LIGHTNING,DMSP-F7,OLS,LIGHTNING,LIS,M-105,olsana,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,SATELLITE
OLS ANALOG DERIVED LIGHTNING,DMSP-F8,OLS,LIGHTNING,LIS,M-105,olsana,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,SATELLITE
OLS ANALOG DERIVED LIGHTNING,DMSP-F10,OLS,LIGHTNING,LIS,M-105,olsana,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,SATELLITE
NAMMA LANGLEY AEROSOL RESEARCH GROUP EXPERIMENT (LARGE),NASA DC-8,SPECTROMETER,AEROSOL PARTICLE PROPERTIES,NAMMA,,namlarge,ATMOSPHERE,AEROSOLS,AIRCRAFT
NAMMA LANGLEY AEROSOL RESEARCH GROUP EXPERIMENT (LARGE),NASA DC-8,NEPHELOMETER,AEROSOL PARTICLE PROPERTIES,NAMMA,,namlarge,ATMOSPHERE,AEROSOLS,AIRCRAFT
NAMMA LANGLEY AEROSOL RESEARCH GROUP EXPERIMENT (LARGE),NASA DC-8,NEPHELOMETER,AEROSOL BACKSCATTER,NAMMA,,namlarge,ATMOSPHERE,AEROSOLS,AIRCRAFT
NAMMA LANGLEY AEROSOL RESEARCH GROUP EXPERIMENT NAVIGATION DATA,NASA DC-8,GPS,UPPER LEVEL WINDS,NAMMA,,namlargen,ATMOSPHERE,ATMOSPHERIC WINDS,AIRCRAFT
NAMMA LANGLEY AEROSOL RESEARCH GROUP EXPERIMENT NAVIGATION DATA,NASA DC-8,TEMPERATURE PROBES,AIR TEMPERATURE,NAMMA,,namlargen,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,AIRCRAFT
NAMMA SENEGAL RADIOSONDE AND TOWER FLUX DATA,WEATHER BALLOON,RADIOSONDES,AIR TEMPERATURE,NAMMA,,namsenegal,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,BALLOON/ROCKET
NAMMA SENEGAL RADIOSONDE AND TOWER FLUX DATA,WEATHER BALLOON,RADIOSONDES,HUMIDITY,NAMMA,,namsenegal,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,BALLOON/ROCKET
NAMMA SENEGAL RADIOSONDE AND TOWER FLUX DATA,WEATHER BALLOON,RADIOSONDES,FLIGHT LEVEL WINDS,NAMMA,,namsenegal,ATMOSPHERE,ATMOSPHERIC WINDS,BALLOON/ROCKET
NAMMA SENEGAL RADIOSONDE AND TOWER FLUX DATA,WEATHER BALLOON,RADIOSONDES,SURFACE WINDS,NAMMA,,namsenegal,ATMOSPHERE,ATMOSPHERIC WINDS,BALLOON/ROCKET
NAMMA SENEGAL RADIOSONDE AND TOWER FLUX DATA,WEATHER BALLOON,RADIOSONDES,UPPER LEVEL WINDS,NAMMA,,namsenegal,ATMOSPHERE,ATMOSPHERIC WINDS,BALLOON/ROCKET
NAMMA SENEGAL RADIOSONDE AND TOWER FLUX DATA,GROUND STATIONS,NET RADIOMETER,NET RADIATION,NAMMA,,namsenegal,ATMOSPHERE,ATMOSPHERIC RADIATION,IN SITU LAND BASED
NAMMA SENEGAL RADIOSONDE AND TOWER FLUX DATA,GROUND STATIONS,NET RADIOMETER,HEAT FLUX,NAMMA,,namsenegal,ATMOSPHERE,ATMOSPHERIC RADIATION,IN SITU LAND BASED
NAMMA SENEGAL RAIN GAUGE NETWORK,GROUND STATIONS,RAIN GAUGES,RAIN,NAMMA,,namsenrg,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
NAMMA SENEGAL RAIN GAUGE NETWORK,GROUND STATIONS,RAIN GAUGES,PRECIPITATION AMOUNT,NAMMA,,namsenrg,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
NAMMA SENEGAL RAIN GAUGE NETWORK,GROUND STATIONS,RAIN GAUGES,PRECIPITATION RATE,NAMMA,,namsenrg,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
NAMMA HIGH ALTITUDE MMIC SOUNDING RADIOMETER (HAMSR),NASA DC-8,HAMSR,BRIGHTNESS TEMPERATURE,NAMMA,,namhamsr,SPECTRAL/ENGINEERING,MICROWAVE,AIRCRAFT
CAMEX-3 AIRBORNE VERTICAL ATMOSPHERE PROFILING SYSTEM (AVAPS),DROPWINDSONDES,FILM HYGROMETER,DEW POINT TEMPERATURE,CAMEX-3,M-253,dc8avaps,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,INSTRUMENT PACKAGE
OPTICAL TRANSIENT DETECTOR (OTD) LIGHTNING,MICROLAB-1,OTD,LIGHTNING,MICROLAB-1,M-116,otdlip,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,SATELLITE
OLS ANALOG DERIVED LIGHTNING,DMSP-F1,OLS,LIGHTNING,LIS,M-105,olsana,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,SATELLITE
OLS ANALOG DERIVED LIGHTNING,DMSP-5B-F3,OLS,LIGHTNING,LIS,M-105,olsana,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,SATELLITE
CAMEX-4 MIPS SODAR,GROUND STATIONS,SODAR,PLANETARY BOUNDARY LAYER HEIGHT,CAMEX-4,,c4gmipsod,ATMOSPHERE,ATMOSPHERIC PRESSURE,IN SITU LAND BASED
NAMMA CLOUD MICROPHYSICS (CAPS-PIP),NASA DC-8,CAPS,AEROSOL PARTICLE PROPERTIES,NAMMA,,namcaps,ATMOSPHERE,AEROSOLS,AIRCRAFT
NAMMA CLOUD MICROPHYSICS (CAPS-PIP),NASA DC-8,CAPS,HYDROMETEORS,NAMMA,,namcaps,ATMOSPHERE,PRECIPITATION,AIRCRAFT
NAMMA CLOUD MICROPHYSICS (CAPS-PIP),NASA DC-8,CAPS,DROPLET CONCENTRATION/SIZE,NAMMA,,namcaps,ATMOSPHERE,CLOUDS,AIRCRAFT
NAMMA CLOUD MICROPHYSICS (CAPS-PIP),NASA DC-8,PIP,AEROSOL PARTICLE PROPERTIES,NAMMA,,namcaps,ATMOSPHERE,AEROSOLS,AIRCRAFT
NAMMA CLOUD MICROPHYSICS (CAPS-PIP),NASA DC-8,PIP,HYDROMETEORS,NAMMA,,namcaps,ATMOSPHERE,PRECIPITATION,AIRCRAFT
NAMMA CLOUD MICROPHYSICS (CAPS-PIP),NASA DC-8,PIP,DROPLET CONCENTRATION/SIZE,NAMMA,,namcaps,ATMOSPHERE,CLOUDS,AIRCRAFT
AMPR BRIGHTNESS TEMPERATURE (TB) TOGA COARE,NASA ER-2,AMPR,BRIGHTNESS TEMPERATURE,TOGA COARE,M-34,amprtbtc,SPECTRAL/ENGINEERING,INFRARED WAVELENGTHS,AIRCRAFT
GAI LIGHTNING GROUND STRIKES,NATIONAL LIGHTNING DETECTION NETWORK,RF ANTENNA,LIGHTNING,LIS VALIDATION,M-31,gdslightn,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,GROUND BASED NETWORK
VAISALA US NLDN LIGHTNING STROKE DATA,NATIONAL LIGHTNING DETECTION NETWORK,RF ANTENNA,LIGHTNING,LIS,,vaistroke,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,GROUND BASED NETWORK
NAMMA CVI CLOUD CONDENSED WATER CONTENT,NASA DC-8,CVI,CLOUD CONDENSATION NUCLEI,NAMMA,,namcvi,ATMOSPHERE,AEROSOLS,AIRCRAFT
CAMEX-3 AIRBORNE VERTICAL ATMOSPHERE PROFILING SYSTEM (AVAPS),AVAPS,GPS,UPPER LEVEL WINDS,CAMEX-3,M-253,dc8avaps,ATMOSPHERE,ATMOSPHERIC WINDS,INSTRUMENT PACKAGE
CAMEX-3 AMPR BRIGHTNESS TEMPERATURE (TB),NASA ER-2,AMPR,BRIGHTNESS TEMPERATURE,CAMEX-3,,amprtbcx3,SPECTRAL/ENGINEERING,MICROWAVE,AIRCRAFT
CAMEX-3 MULTISPECTRAL ATMOSPHERIC MAPPING SENSOR (MAMS),NASA ER-2,MAMS,BRIGHTNESS TEMPERATURE,CAMEX-3,,er2mams,SPECTRAL/ENGINEERING,MICROWAVE,AIRCRAFT
CAMEX-3 DC-8 METEOROLOGICAL MEASUREMENT SYSTEM (MMS),NASA DC-8,AIR MOTION SENSOR,AIRSPEED/GROUND SPEED,CAMEX-3,,dc8mms,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,AIRCRAFT
CAMEX-3 DC-8 METEOROLOGICAL MEASUREMENT SYSTEM (MMS),NASA DC-8,PITOT-STATIC SYSTEM,STATIC PRESSURE,CAMEX-3,,dc8mms,ATMOSPHERE,ATMOSPHERIC PRESSURE,AIRCRAFT
BROWSE US COMPOSITE LIGHTNING 15MIN TOTAL FROM NLDN,NATIONAL LIGHTNING DETECTION NETWORK,RF ANTENNA,LIGHTNING FLASH,LIS,M-32,goodlitnB,,,GROUND BASED NETWORK
CAMEX-3 DC-8 METEOROLOGICAL MEASUREMENT SYSTEM (MMS),NASA DC-8,AIR MOTION SENSOR,TOTAL PRESSURE,CAMEX-3,,dc8mms,SPECTRAL/ENGINEERING,SENSOR CHARACTERISTICS,AIRCRAFT
AMPR BRIGHTNESS TEMPERATURE CAMEX-2,NASA ER-2,AMPR,BRIGHTNESS TEMPERATURE,CAMEX-2,,amprtbcx2,SPECTRAL/ENGINEERING,MICROWAVE,AIRCRAFT
AMPR BRIGHTNESS TEMPERATURE CAMEX-1,NASA ER-2,AMPR,BRIGHTNESS TEMPERATURE,CAMEX-1,M-101,amprtbcx1,SPECTRAL/ENGINEERING,MICROWAVE,AIRCRAFT
AMPR BRIGHTNESS TEMPERATURE (TB) TOGA COARE,NASA ER-2,AMPR,BRIGHTNESS TEMPERATURE,TOGA COARE,M-101,amprtbtc,SPECTRAL/ENGINEERING,MICROWAVE,AIRCRAFT
BROWSE US COMPOSITE LIGHTNING DAILY TOTAL FROM NLDN,NATIONAL LIGHTNING DETECTION NETWORK,RF ANTENNA,LIGHTNING FLASH,LIS,M-127,daylightnB,,,GROUND BASED NETWORK
CAMEX-4 MIPS SURFACE STATION 1,GROUND STATIONS,THERMOMETER,SURFACE AIR TEMPERATURE,CAMEX-4,,c4gmipss1,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,IN SITU LAND BASED
AMPR BRIGHTNESS TEMPERATURE CAPE EXPERIMENT,NASA ER-2,AMPR,BRIGHTNESS TEMPERATURE,CAPE,M-113,amprtbcp,SPECTRAL/ENGINEERING,MICROWAVE,AIRCRAFT
OLS DIGITAL DERIVED LIGHTNING FROM DMSP F10,DMSP-F10,OLS,LIGHTNING,LIS,M-214,olsdig10,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,SATELLITE
OLS DIGITAL DERIVED LIGHTNING FROM DMSP F12,DMSP-F12,OLS,LIGHTNING,LIS,M-215,olsdig12,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,SATELLITE
GAI LONG RANGE LIGHTNING NETWORK,NATIONAL LIGHTNING DETECTION NETWORK,RF ANTENNA,LIGHTNING,LIS VALIDATION,M-217,gailong,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,GROUND BASED NETWORK
CAMEX-3 ANDROS ISLAND RAWINSONDE AND RADIOSONDES,WEATHER BALLOON,RADIOSONDES,AIR TEMPERATURE,CAMEX-3,M-274,cmx3andros,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,BALLOON/ROCKET
CAMEX-3 ANDROS ISLAND RAWINSONDE AND RADIOSONDES,WEATHER BALLOON,RADIOSONDES,ATMOSPHERIC PRESSURE MEASUREMENTS,CAMEX-3,M-274,cmx3andros,ATMOSPHERE,ATMOSPHERIC PRESSURE,BALLOON/ROCKET
CAMEX-3 ANDROS ISLAND RAWINSONDE AND RADIOSONDES,WEATHER BALLOON,RADIOSONDES,HUMIDITY,CAMEX-3,M-274,cmx3andros,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,BALLOON/ROCKET
CAMEX-3 ANDROS ISLAND RAWINSONDE AND RADIOSONDES,WEATHER BALLOON,RADIOSONDES,UPPER LEVEL WINDS,CAMEX-3,M-274,cmx3andros,ATMOSPHERE,ATMOSPHERIC WINDS,BALLOON/ROCKET
CAMEX-3 ANDROS ISLAND RAWINSONDE AND RADIOSONDES,WEATHER BALLOON,RAWINSONDE,AIR TEMPERATURE,CAMEX-3,M-274,cmx3andros,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,BALLOON/ROCKET
CAMEX-3 ANDROS ISLAND RAWINSONDE AND RADIOSONDES,WEATHER BALLOON,THERMISTOR,AIR TEMPERATURE,CAMEX-3,M-274,cmx3andros,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,BALLOON/ROCKET
CAMEX-3 ANDROS ISLAND RAWINSONDE AND RADIOSONDES,WEATHER BALLOON,RAWINSONDE,HUMIDITY,CAMEX-3,M-274,cmx3andros,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,BALLOON/ROCKET
CAMEX-3 ANDROS ISLAND RAWINSONDE AND RADIOSONDES,WEATHER BALLOON,FILM HYGROMETER,HUMIDITY,CAMEX-3,M-274,cmx3andros,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,BALLOON/ROCKET
CAMEX-3 ANDROS ISLAND RAWINSONDE AND RADIOSONDES,WEATHER BALLOON,RAWINSONDE,UPPER LEVEL WINDS,CAMEX-3,M-274,cmx3andros,ATMOSPHERE,ATMOSPHERIC WINDS,BALLOON/ROCKET
CAMEX-3 ANDROS ISLAND RAWINSONDE AND RADIOSONDES,WEATHER BALLOON,GPS,UPPER LEVEL WINDS,CAMEX-3,M-274,cmx3andros,ATMOSPHERE,ATMOSPHERIC WINDS,BALLOON/ROCKET
CAMEX-3 ANDROS ISLAND RAWINSONDE AND RADIOSONDES,WEATHER BALLOON,RAWINSONDE,ATMOSPHERIC PRESSURE MEASUREMENTS,CAMEX-3,M-274,cmx3andros,ATMOSPHERE,ATMOSPHERIC PRESSURE,BALLOON/ROCKET
CAMEX-3 ANDROS ISLAND RAWINSONDE AND RADIOSONDES,WEATHER BALLOON,BAROMETERS,ATMOSPHERIC PRESSURE MEASUREMENTS,CAMEX-3,M-274,cmx3andros,ATMOSPHERE,ATMOSPHERIC PRESSURE,BALLOON/ROCKET
CAMEX-3 CLOUD AND AEROSOL PARTICLE CHARACTERIZATION (CAPAC),NASA DC-8,FSSP,AEROSOL PARTICLE PROPERTIES,CAMEX-3,M-272,dc8capac,ATMOSPHERE,AEROSOLS,AIRCRAFT
CAMEX-3 CLOUD AND AEROSOL PARTICLE CHARACTERIZATION (CAPAC),NASA DC-8,FSSP,HYDROMETEORS,CAMEX-3,M-272,dc8capac,ATMOSPHERE,PRECIPITATION,AIRCRAFT
CAMEX-3 CLOUD AND AEROSOL PARTICLE CHARACTERIZATION (CAPAC),NASA DC-8,PMS 2D-P PROBE,AEROSOL PARTICLE PROPERTIES,CAMEX-3,M-272,dc8capac,ATMOSPHERE,AEROSOLS,AIRCRAFT
CAMEX-3 CLOUD AND AEROSOL PARTICLE CHARACTERIZATION (CAPAC),NASA DC-8,PMS 2D-P PROBE,HYDROMETEORS,CAMEX-3,M-272,dc8capac,ATMOSPHERE,PRECIPITATION,AIRCRAFT
CAMEX-3 CLOUD AND AEROSOL PARTICLE CHARACTERIZATION VIDEO,NASA DC-8,VIDEO CAMERA,AEROSOL PARTICLE PROPERTIES,CAMEX-3,M-273,dc8capacv,ATMOSPHERE,AEROSOLS,AIRCRAFT
CAMEX-3 CLOUD AND AEROSOL PARTICLE CHARACTERIZATION VIDEO,NASA DC-8,VIDEO CAMERA,HYDROMETEORS,CAMEX-3,M-273,dc8capacv,ATMOSPHERE,PRECIPITATION,AIRCRAFT
TRMM-LBA LIGHTNING INSTRUMENT PACKAGE (LIP),NASA ER-2,LIP,ELECTRIC FIELD,TRMM-LBA,,trmlbalip,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,AIRCRAFT
TRMM-LBA LIGHTNING INSTRUMENT PACKAGE (LIP),NASA ER-2,LIP,ATMOSPHERIC CONDUCTIVITY,TRMM-LBA,,trmlbalip,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,AIRCRAFT
CAMEX-3 NAST-I RADIANCE PRODUCTS,NASA ER-2,NAST-I,INFRARED RADIANCE,CAMEX-3,M244,er2nasti,SPECTRAL/ENGINEERING,INFRARED WAVELENGTHS,AIRCRAFT
CAMEX-3 NAST-I RADIANCE PRODUCTS,NASA ER-2,NAST-I,PRECIPITABLE WATER,CAMEX-3,M244,er2nasti,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,AIRCRAFT
CAMEX-3 NAST-I RADIANCE PRODUCTS,NASA ER-2,NAST-I,AIR TEMPERATURE,CAMEX-3,M244,er2nasti,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,AIRCRAFT
CAMEX-3 NAST-I RADIANCE PRODUCTS,NASA ER-2,NAST-I,TEMPERATURE PROFILES,CAMEX-3,M244,er2nasti,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,AIRCRAFT
CAMEX-3 NAST-I RADIANCE PRODUCTS,NASA ER-2,NAST-I,CLOUD HEIGHT,CAMEX-3,M244,er2nasti,ATMOSPHERE,CLOUDS,AIRCRAFT
CAMEX-3 NAST-I RADIANCE PRODUCTS,NASA ER-2,NAST-I,CLOUD LIQUID WATER/ICE,CAMEX-3,M244,er2nasti,ATMOSPHERE,CLOUDS,AIRCRAFT
CAMEX-3 POLARIMETRIC SCANNING RADIOMETER (PSR),NASA DC-8,PSR,WATER VAPOR,CAMEX-3,M-275,dc8psr,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,AIRCRAFT
CAMEX-3 POLARIMETRIC SCANNING RADIOMETER (PSR),NASA DC-8,PSR,BRIGHTNESS TEMPERATURE,CAMEX-3,M-275,dc8psr,SPECTRAL/ENGINEERING,MICROWAVE,AIRCRAFT
CAMEX-3 ATMOSPHERIC EMITTED RADIANCE INTERFEROMETER (AERI),GROUND STATIONS,AERI,TRACE GASES,CAMEX-3,,cmx3aeri,ATMOSPHERE,ATMOSPHERIC CHEMISTRY,IN SITU LAND BASED
LIS/OTD 2.5 DEGREE LOW RESOLUTION ANNUAL CLIMATOLOGY (LRAC),TRMM,LIS,LIGHTNING,TRMM,M-289,lolrac,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,SATELLITE
LIS/OTD 2.5 DEGREE LOW RESOLUTION ANNUAL CLIMATOLOGY (LRAC),MICROLAB-1,OTD,LIGHTNING,TRMM,M-289,lolrac,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,SATELLITE
LIS/OTD 2.5 DEGREE LOW RESOLUTION DIURNAL CLIMATOLOGY (LRDC),MICROLAB-1,OTD,LIGHTNING,TRMM,M-290,lolrdc,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,SATELLITE
LIS/OTD 2.5 DEGREE LOW RESOLUTION DIURNAL CLIMATOLOGY (LRDC),TRMM,LIS,LIGHTNING,TRMM,M-290,lolrdc,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,SATELLITE
LIS/OTD 2.5 DEGREE LOW RESOLUTION FULL CLIMATOLOGY (LRFC),MICROLAB-1,OTD,LIGHTNING,TRMM,M-287,lolrfc,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,SATELLITE
LIS/OTD 2.5 DEGREE LOW RESOLUTION FULL CLIMATOLOGY (LRFC),TRMM,LIS,LIGHTNING,TRMM,M-287,lolrfc,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,SATELLITE
LIS/OTD 0.5 DEGREE HIGH RESOLUTION FULL CLIMATOLOGY (HRFC),TRMM,LIS,LIGHTNING,TRMM,M-288,lohrfc,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,SATELLITE
NAMMA ATD LIGHTNING DATA,GROUND STATIONS,GPS CLOCK,DATA SYNCHRONIZATION TIME,NAMMA,,namukatd,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,IN SITU LAND BASED
CAMEX-4 DC-8 INFORMATION COLLECTION AND TRANSMISSION SYSTEM,NASA DC-8,GPS,UPPER LEVEL WINDS,CAMEX-4,M-291,c4dicats,ATMOSPHERE,ATMOSPHERIC WINDS,AIRCRAFT
CAMEX-4 DC-8 INFORMATION COLLECTION AND TRANSMISSION SYSTEM,NASA DC-8,TEMPERATURE PROBES,AIR TEMPERATURE,CAMEX-4,M-291,c4dicats,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,AIRCRAFT
CAMEX-4 ER-2 NAVIGATION DATA,NASA ER-2,INS,UPPER LEVEL WINDS,CAMEX-4,M-293,c4enav,ATMOSPHERE,ATMOSPHERIC WINDS,AIRCRAFT
CAMEX-4 ER-2 NAVIGATION DATA,NASA ER-2,TEMPERATURE PROBES,AIR TEMPERATURE,CAMEX-4,M-293,c4enav,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,AIRCRAFT
CAMEX-4 AMPR BRIGHTNESS TEMPERATURE (TB),NASA ER-2,AMPR,BRIGHTNESS TEMPERATURE,CAMEX-4,M-295,c4eampr,SPECTRAL/ENGINEERING,MICROWAVE,AIRCRAFT
CAMEX-4 CONICALLY-SCANNING TWO-LOOK AIRBORNE RADIOMETER (C-STAR),NASA DC-8,C-STAR,BRIGHTNESS TEMPERATURE,CAMEX-4,M-294,c4dcstar,SPECTRAL/ENGINEERING,MICROWAVE,AIRCRAFT
CAMEX-4 DC-8 DROPSONDE SYSTEM,NASA DC-8,DROPSONDES,AIR TEMPERATURE,CAMEX-4,,c4dd8d,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,AIRCRAFT
CAMEX-4 DC-8 DROPSONDE SYSTEM,NASA DC-8,DROPSONDES,DEW POINT TEMPERATURE,CAMEX-4,,c4dd8d,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,AIRCRAFT
CAMEX-4 DC-8 DROPSONDE SYSTEM,NASA DC-8,DROPSONDES,UPPER LEVEL WINDS,CAMEX-4,,c4dd8d,ATMOSPHERE,ATMOSPHERIC WINDS,AIRCRAFT
CAMEX-4 DC-8 DROPSONDE SYSTEM,AVAPS,DROPSONDES,AIR TEMPERATURE,CAMEX-4,,c4dd8d,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,INSTRUMENT PACKAGE
CAMEX-4 DC-8 DROPSONDE SYSTEM,AVAPS,DROPSONDES,DEW POINT TEMPERATURE,CAMEX-4,,c4dd8d,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,INSTRUMENT PACKAGE
CAMEX-4 DC-8 DROPSONDE SYSTEM,AVAPS,DROPSONDES,UPPER LEVEL WINDS,CAMEX-4,,c4dd8d,ATMOSPHERE,ATMOSPHERIC WINDS,INSTRUMENT PACKAGE
CAMEX-4 DC-8 DROPSONDE SYSTEM,AVAPS,DROPWINDSONDES,AIR TEMPERATURE,CAMEX-4,,c4dd8d,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,INSTRUMENT PACKAGE
CAMEX-4 DC-8 DROPSONDE SYSTEM,AVAPS,DROPWINDSONDES,DEW POINT TEMPERATURE,CAMEX-4,,c4dd8d,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,INSTRUMENT PACKAGE
CAMEX-4 DC-8 DROPSONDE SYSTEM,AVAPS,DROPWINDSONDES,UPPER LEVEL WINDS,CAMEX-4,,c4dd8d,ATMOSPHERE,ATMOSPHERIC WINDS,INSTRUMENT PACKAGE
CAMEX-4 DC-8 DROPSONDE SYSTEM,NASA DC-8,DROPWINDSONDES,AIR TEMPERATURE,CAMEX-4,,c4dd8d,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,AIRCRAFT
CAMEX-4 DC-8 DROPSONDE SYSTEM,NASA DC-8,DROPWINDSONDES,DEW POINT TEMPERATURE,CAMEX-4,,c4dd8d,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,AIRCRAFT
CAMEX-4 DC-8 DROPSONDE SYSTEM,NASA DC-8,DROPWINDSONDES,UPPER LEVEL WINDS,CAMEX-4,,c4dd8d,ATMOSPHERE,ATMOSPHERIC WINDS,AIRCRAFT
CAMEX-4 DUAL-BEAM UV-ABSORPTION OZONE PHOTOMETER,NASA ER-2,OZONE PHOTOMETER,OZONE,CAMEX-4,M-296,c4eo3p,ATMOSPHERE,ATMOSPHERIC CHEMISTRY,AIRCRAFT
CAMEX-4 ER-2 DOPPLER RADAR,NASA ER-2,EDOP,RADAR REFLECTIVITY,CAMEX-4,M-300,c4eedop,SPECTRAL/ENGINEERING,RADAR,AIRCRAFT
CAMEX-4 NOAA LYMAN-ALPHA HYGROMETER,NASA DC-8,LYMAN-ALPHA HYGROMETER,WATER VAPOR,CAMEX-4,M-297,c4enlh,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,AIRCRAFT
CAMEX-4 NOAA LYMAN-ALPHA HYGROMETER,NASA DC-8,LYMAN-ALPHA HYGROMETER,HYDROMETEORS,CAMEX-4,M-297,c4enlh,ATMOSPHERE,PRECIPITATION,AIRCRAFT
CAMEX-4 ER-2 HIGH ALTITUDE DROPSONDE,NASA ER-2,DROPSONDES,AIR TEMPERATURE,CAMEX-4,M-298,c4eehad,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,AIRCRAFT
