COLLECTION,DATASET_NAME,PROC_LEVEL,DS_START_DATE,DS_STOP_DATE,DS_N_LAT,DS_S_LAT,DS_W_LON,DS_E_LON,LOCATION,FORMAT,TEMP_RESOLUTION,SPATIAL_RESOLUTION,CONTACT,PHONE,INV_NAME,BROWSE_AVAIL,DIF,DS_COMMENTS,IMS_VISIBLE,DS_SHORT_NAME,DIF_ORIGIN,SDPN,RESTRICTED_COMMENTS,IMS_DATE,DS_FTP_URL,LOCAL_VISIBLE,LOCAL_DATE,TRANS_START_DATE,TRANS_STOP_DATE,TRANS_NEW_HOME,LAST_REVIEW_DATE,DISPLAY_DS_NAME,SPONSOR,CATALOG_NAME,SUB_INV,DP_VISIBLE,DP_DATE,DS_TYPE,DP_DIR_PATH,NAV_INV,NAV_DS,BR_FTP_PATH,DATA_LOC,SUBSET_AVAIL,VERSION,COORD_SYSTEM,GRANULE_SPATIAL_REPR,ECHOID,DP_START_DATE,DP_STOP_DATE,REGISTRATION,PERIODIC_UPDATE,INV_COORD,ENTERED,PUSH_LOCALPATH,PUSH_ENABLED,PUSH_DISABLEDBY,PUSH_DISABLEDON,PUSH_BECAUSE
Lightning Products,OPTICAL TRANSIENT DETECTOR (OTD) LIGHTNING,1B,13-Apr-95,23-Mar-00,70,-70,-180,180,GLOBAL,HDF,2ms,10Km,STEVE GOODMAN,256-922-5891,OTD_INV,Y,otdlip,"The Optical Transient Detector (OTD) records optical measurements of global lightning events in the daytime and nighttime. The data includes individual point (lightning) data, satellite metadata, and several derived products. The OTD was launched on 3 April 1995 aboard the Microlab-1 satellite into a near polar orbit with an inclination of 70 degrees with respect to the equator, at an altitude of 740 km.",Y,otdlip,MSFC DAAC,116,,15-Nov-96,,Y,15-Nov-96,,,LIS,6-Jul-11,Optical Transient Detector (OTD) Lightning,LIS SCF,,,,,,/ftp/public/pub/data/otd/otdlip/,,,,GHRC-LT01,N,1,CARTESIAN,CARTESIAN,OPTICAL TRANSIENT DETECTOR (OTD) LIGHTNING V1,,,0,0,0,15-Nov-96,,,,,
Lightning Products,GAI LONG RANGE LIGHTNING NETWORK,2,12-Jul-96,14-Nov-03,55,-15,-170,-30,NW HEM. - CONUS,NATIVE,1 DAY,POINT,STEVE GOODMAN,256-922-5891,LITN_INV,Y,gailong,"The US National Lightning Detection Network is a commercial network that records the time, polarity, signal strength, and number of cloud-to-ground lightning flashes over the western half of the northern hemisphere with the CONUS masked out.",Y,gailong,MSFC DAAC,M-217,These data are restricted to collaborators that have a working relationship with the NASA Marshall Space Flight Center (MSFC) Lightning Group.,12-Jul-96,,Y,12-Jul-96,,,LIS,6-Jan-12,GAI Long Range Lightning Network,LIS SCF,,,,,,,,,,GHRC,N,1,CARTESIAN,CARTESIAN,GAI LONG RANGE LIGHTNING NETWORK V1,,,0,0,0,12-Jul-96,,,,,
Lightning Products,BROWSE US COMPOSITE LIGHTNING 15MIN TOTAL FROM NLDN,3,1-Jan-88,,53,20,-130,-60,CONUS,GIF,15 MIN. SUMMARY,8KM,STEVE GOODMAN,256-922-5891,BROWSE_INV,Y,goodlightn,"The Lightning Imaging Sensor (LIS) Science Computing Facility (SCF) generates a cloud-to-ground lightning product from the data collected from the U.S. National Lightning Detection Network, a commercial lightning detection network operated by Global Atmospherics, Inc. (GAI), formerly Geomet Data Services. The lightning products are made by binning the number of  flashes that occur over a 15 min period to a pixel (pixel is approximately 8 km by 8 km). The data set begins on July 19, 1994 and continues through the present.  This data is distributed by the Global Hydrology Resource Center (GHRC).",N,goodlitnB,MSFC DAAC,M-32,These data are restricted to collaborators that have a working relationship with the NASA Marshall Space Flight Center (MSFC) Lightning Group.,,,Y,,,,LIS,6-Jan-12,Browse US Composite Lightning 15Min Total from NLDN,LIS SCF,US Composite Lightning Datasets from Natl Lightning Network,,,,,,,,,GHRC-LT01,N,1,CARTESIAN,CARTESIAN,BROWSE US COMPOSITE LIGHTNING 15MIN TOTAL FROM NLDN V1,,,0,1,0,3-Jan-88,,,,,
Lightning Products,OLS ANALOG DERIVED LIGHTNING,3,1-Jun-73,16-Dec-91,90,-90,-180,180,GLOBAL,HDF,1 MONTH,1x1 degree grid,STEVEN GOODMAN,256-922-5891,LITN_INV,Y,olsana,Global lightning signatures from the Defense Meteorological Satellite Program (DMSP) Operational Linescan System (OLS) have been analyzed from the filmstrip imagery.  These signatures show up as horizontal streaks on the film images. The location of each of these streaks has been digitized in order to develop a preliminary database of global lightning activity. Monthly HDF data files are available for June and July 1973; Sept. - Dec. 1977; Jan. - Aug. 1978; Jan. - Dec. 1986; Jan. - Oct. 1987; Dec. 1988; Jan. - Dec. 1990; and Jan. - Dec. 1991.,Y,olsana,MSFC DAAC,M-105,,1-Nov-96,ftp://ghrc.nsstc.nasa.gov/pub/data/lightning-satellite/ols-mrg,Y,1-Nov-96,,,LIS,4-Nov-09,OLS Analog Derived Lightning,LIS SCF,OLS Lightning Data Sets,,,,,/ftp/public/pub/data/ols/ols-mrg/,,,,GHRC-LT01,N,1,CARTESIAN,CARTESIAN,OLS ANALOG DERIVED LIGHTNING V1,,,0,0,0,1-Nov-96,,,,,
Lightning Products,KSC ADVANCED GROUND BASED FIELD MILL,1,1-Aug-97,,28.99,28,-80.99,-80,"CAPE CANAVERAL, FL",NATIVE,1 DAY,10 MILE RADIUS/MILL,JEFF BAILEY,256-922-5976,KSC_INV,Y,kscmill,"The Advanced Ground Based Field Mill (AGBFM) network consists of 34 (31 operational) field mills located at Kennedy Space Center (KSC), Florida.  The field mills measure the electrostatic vertical field.  This system can measure electrostatic fields in the range of 4 V/m to 32 kV/m at 10 Hz resolution (digitized at 50 Hz).  Individual lightning events can be detected within approximately 50 nautical miles of KSC proper.",Y,kscmill,,M-216,,5-Aug-09,,Y,20-Jun-00,,,LIS,29-Nov-11,KSC Advanced Ground Based Field Mill,LIS SCF,,,,,,/ftp/public/pub/data/ksc-fieldmill/,,,,GHRC-LT01,N,1,CARTESIAN,CARTESIAN,KSC ADVANCED GROUND BASED FIELD MILL V1,1-Aug-97,22-Nov-12,0,1,0,20-Jun-00,,,,,
Lightning Products,OLS DIGITAL DERIVED LIGHTNING FROM DMSP F12,3,1-May-95,30-Nov-95,90,-90,-180,180,GLOBAL,HDF,1 MONTH,1x1 degree grid,STEVEN GOODMAN,256-922-5891,LITN_INV,Y,olsdig12,"Global lightning signatures from the Defense Meteorological Satellite Program (DMSP) Operational Linescan System (OLS) flown on DMSP 5D-F12 have been analyzed from the visible channel imagery.  These signatures show up as horizontal streaks on the images.  The time and location of each of these streaks have been extracted and are stored by month in HDF data files.  Data are available from  March 1, 1995 through Nov. 30,1995.",Y,olsdig12,MSFC DAAC,M-214,,10-Jan-97,ftp://ghrc.nsstc.nasa.gov/pub/data/lightning-satellite/ols-f12,Y,27-Dec-96,,,LIS,4-Nov-09,OLS Digital Derived Lightning from DMSP F12,LIS SCF,OLS Lightning Data Sets,,,,,/ftp/public/pub/data/ols/ols-f12/,,,,GHRC-LT01,N,1,CARTESIAN,CARTESIAN,OLS DIGITAL DERIVED LIGHTNING FROM DMSP F12 V1,,,0,0,0,27-Dec-96,,,,,
Passive Microwave Products,AMPR BRIGHTNESS TEMPERATURE CAPE EXPERIMENT,1B,21-Jul-91,16-Aug-91,43,25.5,-86,-69,US ATLANTIC COAST,ASCII,1 DAY,.6-2.8KM,ROBBIE HOOD,256-922-5959,CLIMAT_INV,Y,amprtbcp,"The Advanced Microwave Precipitation Radiometer (AMPR) was deployed during the Convection and Precipitation / Electrification Experiment (CaPE).  AMPR data were collected at a combination of frequencies (10.7, 19.35, 37.1, and 85.5 GHz)and for the period of July 18, 1991 - Aug. 17, 1991. CaPE took place in central Florida between 43 N -  25.5 N latitude and 86 W and 69 W longitude.",Y,amprtbcp,MSFC DAAC,M-113,,13-Dec-96,,Y,27-Nov-96,,,GHRC,13-Nov-13,AMPR Brightness Temperature CaPE Experiment,Other Field Experiments,Advanced Microwave Precipitation Radiometer (AMPR) Data Sets,,,,,/ftp/public/ampr/cape/data/,,,,GHRC-FC02,N,2,CARTESIAN,CARTESIAN,AMPR BRIGHTNESS TEMPERATURE CAPE EXPERIMENT V2,,,1,0,0,27-Nov-96,,,,,
GPM-GV GCPEx Products,GPM GROUND VALIDATION UND CITATION NAVIGATION DATA GCPEX,0,19-Jan-12,24-Feb-12,46.5,43.5,-81,-78,"ONTARIO, CANADA",ASCII,FLIGHT,,MICHAEL POELLOT,701-777-3180,GPM_INV,N,gpmnavcitgcpex,"The Cessna Citation II Research aircraft owned and operated by the University of North Dakota (UND) participated in the GPM Cold-season Precipitation Experiment (GCPEx) supplying navigation data and also carrying cloud microphysics instruments.  This navigation dataset consists of final processed files containing records with flight time (UT seconds from midnight) and aircraft latitude, longitude and altitude.",Y,gpmnavcitgcpex,GHRC,,,16-Nov-12,,Y,16-Nov-12,,,,15-Aug-13,GPM Ground Validation UND Citation Navigation Data GCPEX,GPMGV,,,N,,,/ftp/public/gpm_validation/gcpex/nav_citation/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,GPM GROUND VALIDATION UND CITATION NAVIGATION DATA GCPEX V1,,,1,0,0,8-Nov-12,,,,,
CAMEX-3 Products,CAMEX-3 MACAWS,1,21-Aug-98,22-Sep-98,50,10,-105,-50,CARRIBEAN,ASCII,,,Dr. Dean Cutten,256-961-7750,CAMEX_INV,Y,dc8macaws,"The Multi-center Airborne Coherent Atmospheric Wind Sensor (MACAWS) was deployed during the Third Convection and Moisture Experiment (CAMEX_3). Line-of-sight velocity and intensity as as function of range, backscattered intensity, turbulence approximation, and complex covariance data for the period of 3 August 1998 through 22 September 1998. The CAMEX-3 mission was to study hurricanes over land and ocean in the U.S., Gulf of Mexico, Carribbean, and Western Atlantic ocean in coordination with multiple aircraft and reserach-quality radar, lightning,radiosonde, and raingauge sites.",Y,dc8macaws,GHRC,M-270,,30-Oct-00,,Y,16-Oct-00,,,,12-Aug-10,CAMEX-3 MACAWS,CAMEX-3,,,,,,/ftp/public/camex3/dc8macaws/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,CAMEX-3 MACAWS V1,,,1,0,0,16-Oct-00,,,,,
CAMEX-3 Products,CAMEX-3 NAST-I RADIANCE PRODUCTS,1B,5-Aug-98,28-Sep-98,50,10,-105,-50,CARRIBEAN,netCDF,DAILY,,WILLIAM SMITH,757-864-5914,CAMEX_INV,Y,er2nasti,"The National Polar-orbiting Operational Environmental Satellite System (NPOESS) Atmospheric Sounding Testbed (NAST) is a suite of airborne infrared and microwave spectrometers, being developed for the Integrated Program Office (IPO), that will be flown on the NASA high altitude ER-2 aircraft as part of the risk reduction effort for NPOESS. In addition to their stand-alone scientific value, data from these airborne instruments will be used to simulate possible satellite-based radiance measurements, therefore enabling experimental validation of instrument system specifications and data processing techniques for future advanced atmospheric remote sensors (e.g., the proposed sounder component for NPOESS).",Y,er2nasti,GHRC,M244,,11-May-01,ftp://ghrc.nsstc.nasa.gov/pub2/data/camex3/er2nasti/,Y,2-May-01,,,,12-Aug-10,CAMEX-3 NAST-I Radiance Products,CAMEX-3,,,,,,/ftp/public/camex3/er2nasti/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,CAMEX-3 NAST-I RADIANCE PRODUCTS V1,,,1,0,0,2-May-01,,,,,
Lightning Products,VAISALA US NLDN LIGHTNING STROKE DATA,2,1-Jul-07,,53,20,-130,-60,CONUS,ASCII,STROKE MILLISECOND,N/A,ALEX MORRIS,520-806-7376,LITN_INV,N,vaistroke,"This data consists of NLDN stroke data.  There can be up to 20 return strokes that make up a flash and these strokes often strike the earth in different locations up to several kilometers apart.  NLDN stroke data provides time, location, polarity, amplitude and confidence in formation of these strokes, providing the very detailed data needed for in-depth lightning analysis and lightning incident investigations.  Stroke data is critical for understanding specific incidents.",N,vaistroke,GHRC,,These data are restricted to collaborators that have a working relationship with the NASA Marshall Space Flight Center (MSFC) Lightning Group.,,,Y,22-Sep-08,,,,6-Jan-12,Vaisala US NLDN Lightning Stroke Data,LIS SCF,,,,,,,,,,GHRC,,,,,VAISALA US NLDN LIGHTNING STROKE DATA V,,,0,1,0,22-Sep-08,,,,,
GPM-GV MC3E Products,GPM GROUND VALIDATION NOAA S-BAND PROFILER ORIGINAL DWELL DATA MC3E,2,16-Apr-11,7-Jun-11,43,28,-121,-91,OKLAHOMA,NETCDF,HOURLY,0.125 m/sec,CHRISTOPHER WILLIAMS,303-497-3829,GPM_INV,Y,gpmsbdorgmc3e,"The S-band Profiler Original Dwell dataset in the netCDF format was gathered during the Midlatitude Continental Convective Clouds Experiment (MC3E) in Oklahoma April-June 2011.  The S-band profiler operates at 2.8 GHz, points vertically, and measures the backscattered power from raindrops and ice particles as precipitating cloud systems pass overhead.  The S-band operated in two modes: precipitation mode and attenuated mode.  The precipitation mode was the normal or full-power mode, and the attenuated mode was the low-power mode.  The profiler alternated between modes collecting either 7 or 9 consecutive precipitation mode profiles separated by 1 attenuated mode profile.  Both modes processed radar pulses collected during a 7-second dwell before calculating the Doppler velocity spectra at each radar range gate that were separated by 60-meters in the vertical.  The attenuated and precipitation mode data are available in moment, pop spectra (uncalibrated raw spectra) and calibrated spectra hourly files.  The S-band spectra were calibrated against the surface disdrometer to determine a radar calibration constant.  Calibrated spectra were constructed for each profile and are expressed as reflectivity spectral density.  After calibration, the instrument provides a reflectivity estimate through the precipitation.  Data is in hourly files in the netCDF format.",Y,gpmsbdorgmc3e,GHRC,,,29-Jan-13,,Y,29-Jan-13,,,,16-May-13,GPM Ground Validation NOAA S-Band Profiler Original Dwell Data MC3E,GPMGV,,,N,,,/ftp/public/gpm_validation/mc3e/profiler/sband_products/org_dwell/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,GPM GROUND VALIDATION NOAA S-BAND PROFILER ORIGINAL DWELL DATA MC3E V1,,,1,0,0,17-Jan-13,,,,,
GPM-GV MC3E Products,GPM GROUND VALIDATION FLIGHT SUMMARIES AND FLIGHT TRACKS IMAGERY MC3E,2,25-Apr-11,2-Jun-11,43,28,-121,-91,OKLAHOMA,"PDF,GIF,..",DAILY; 5 MIN IMAGES,,WALT PETERSON,,GPM_INV,N,gpmfltsummc3e,"The Flight Summaries and Flight Tracks Imagery dataset for MC3E provides processed summaries from University of North Dakota including sonde maps, a radar animation, parameter versus time charts, radar track graphs, and a summary including aircraft and instrument operational times.  The Flight Tracks imagery includes one animation for May 11, 2011 and the KICT 5 minute snapshots from the Real Time Mission Monitor (RTMM).  This dataset is distributed with the MC3E ER-2 Navigation and the Citation Navigation datasets.",Y,gpmfltsummc3e,GHRC,,,27-Feb-13,,Y,27-Feb-13,,,,1-Oct-13,GPM Ground Validation Flight Summaries and Flight Tracks Imagery MC3E,GPMGV,,,N,,,/ftp/public/gpm_validation/mc3e/flight_tracks_summaries/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,GPM GROUND VALIDATION FLIGHT SUMMARIES AND FLIGHT TRACKS IMAGERY MC3E V1,,,1,0,0,25-Feb-13,,,,,
GPM-GV MC3E Products,GPM GROUND VALIDATION OKLAHOMA CLIMATOLOGICAL SURVEY MESONET MC3E,2,22-Apr-11,6-Jun-11,37,33.28,-103,-94,OKLAHOMA,ASCII,DAILY,point,OK CLIMATE SURVEY,405-325-2541,GPM_INV,N,gpmoumesmc3e,"The GPM Ground Validation Oklahoma Climatological Survey Mesonet MC3E data were collected during the Midlatitude Continental Convective Clouds Experiment (MC3E) in central Oklahoma during the April-June 2011 period.  Collected by a network of weather stations, this dataset is composed of 15 minute and 5 minute files with one file per site per day in mts format.  Data can be read as ASCII text.  Multiple parameters found in this dataset include relative humidity, air temperature, wind speed and direction, precipitation and calibrated soil moisture.  More information on the contents and data format can be found at http://www.mesonet.org/index.php/site/about/mdf_mts_files.",Y,gpmoumesmc3e,GHRC,,,26-Mar-13,,Y,26-Mar-13,,,,31-May-13,GPM Ground Validation Oklahoma Climatological Survey Mesonet MC3E,GPMGV,,,N,,,/ftp/public/gpm_validation/mc3e/OU_mesonet/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,GPM GROUND VALIDATION OKLAHOMA CLIMATOLOGICAL SURVEY MESONET MC3E V1,,,1,0,0,22-Mar-13,,,,,
CAMEX-3 Products,CAMEX-3 JPL SURFACE ACOUSTIC WAVE (SAW) HYGROMETER,1,10-Aug-98,23-Sep-98,50,10,-105,-50,CARRIBEAN,ASCII,1 DAY,N/A,MICHAEL HOENK,818-354-1881,CAMEX_INV,N,dc8jplsaw,"This dataset was collected during CAMEX-3 in Aug and Sep of 1998, and consists of timeline measurements (one timeline per flight) of water vapor content during each of the DC-8 flights using the JPL SAW instrument.",Y,dc8jplsaw,GHRC,M-264,,31-Mar-00,ftp://ghrc.nsstc.nasa.gov/pub2/data/camex3/dc8jplsaw/,Y,31-Mar-00,,,,1-Jul-10,CAMEX-3 JPL Surface Acoustic Wave (SAW) Hygrometer,CAMEX-3,,,,,,/ftp/public/camex3/dc8jplsaw/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,CAMEX-3 JPL SURFACE ACOUSTIC WAVE (SAW) HYGROMETER V1,,,1,0,0,31-Mar-00,,,,,
CAMEX-3 Products,CAMEX-3 CLOUD AND AEROSOL PARTICLE CHARACTERIZATION (CAPAC),1B,13-Aug-98,23-Sep-98,50,10,-105,-50,CARRIBEAN,TAR,DAILY,N/A,ANTHONY STRAWA,650-604-3437,CAMEX_INV,N,dc8capac,"Cloud and aerosol particles are exposed to laser light to measure particle size from 0.3 micrometer to 6.4 millimeter, and both size and shape between 40 micrometer and 6.4 millimeter particle diameter as function of particle size.  The size distributions thus determined will be integrated to yield particle surface area, and ice and liquid water contents in clouds and precipitation.",Y,dc8capac,GHRC,M-272,,6-Apr-01,ftp://ghrc.nsstc.nasa.gov/pub2/data/camex3/dc8capac/,Y,6-Apr-01,,,,12-Aug-10,CAMEX-3 Cloud and Aerosol Particle Characterization (CAPAC),CAMEX-3,,,,,,/ftp/public/camex3/dc8capac/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,CAMEX-3 CLOUD AND AEROSOL PARTICLE CHARACTERIZATION (CAPAC) V1,,,1,0,0,6-Apr-01,,,,,
CAMEX-3 Products,CAMEX-3 SCANNING RAMAN LIDAR,1,6-Aug-98,20-Sep-98,24.8,24.7,-77.9,-77.8,CARRIBEAN,ASCII,1 FLIGHT,POINT,DAVID WHITEMAN,301-614-6703,CAMEX_INV,N,cmx3srl,"The Scanning Raman Lidar (Light Detection and Ranging) dataset collected data during the CAMEX-3 campaign on Andros Island during the period 6 August - 20 September 1998 The SRL instrument is designed to determine the composition and vertical distribution of several atmospheric constituents, specifically water vapor and aerosols.",Y,cmx3srl,GHRC,M-265,,31-Mar-00,ftp://ghrc.nsstc.nasa.gov/pub2/data/camex3/cmx3srl/,Y,31-Mar-00,,,,6-Jul-11,CAMEX-3 Scanning Raman Lidar,CAMEX-3,,,,,,/ftp/public/camex3/cmx3srl/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,CAMEX-3 SCANNING RAMAN LIDAR V1,,,1,0,0,31-Mar-00,,,,,
CAMEX-3 Products,CAMEX-3 ER-2 NAST-MTS,1,4-Aug-98,21-Sep-98,50,10,-105,-50,WESTERN ATLANTIC,BINARY NAV,1 FLIGHT,,Dr Philip Rosenkranz,617-253-3073,CAMEX_INV,N,er2mts,"The NPOESS Aircraft Sounder Testbed - Microwave Temperature Sounder (NAST-MTS) dataset contains information gathered during the Third Convection And Moisture EXperiment (CAMEX -3).  NAST-MTS contains two microwave radiometer systems covering the spectral ranges of 50-56 Ghz with nine double-sideband channels centered on the 118.75 Ghz oxygen line, and provides a temperature profile of the atmosphere from the flight altitude (approximately 20km) to the surface.",Y,er2mts,GHRC,M-262,,17-Mar-00,ftp://ghrc.nsstc.nasa.gov/pub2/data/camex3/er2mts/,Y,17-Mar-00,,,,12-Aug-10,CAMEX-3 ER-2 NAST-MTS,CAMEX-3,,,,,,/ftp/public/camex3/er2mts/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,CAMEX-3 ER-2 NAST-MTS V1,,,1,0,0,17-Mar-00,,,,,
Passive Microwave Products,AMPR BRIGHTNESS TEMPERATURE (TB) KWAJEX,1B,30-Jul-99,14-Sep-99,20,0,160,175,CENTRAL PACIFIC KWAJ,ASCII,DAILY,,RICHARD WOHLMAN,256-922-5932,CLIMAT_INV,Y,amprtbkwj,"The Advanced Microwave Precipitation Radiometer (AMPR) was deployed during the First Kwajelein Experiment (KWAJEX).  AMPR data were collected at four microwave frequencies (10.7, 19.35, 37.1 and 85.5 GHz) for the period of 30 July - 14 Sep 1999.  The CAMEX-3 mission was to study hurricanes over land and ocean in the U.S., Gulf of Mexico, Carribean, and Western Atlantic Ocean in coordination with multiple aircraft and research-quality radar, lightning, radiosonde and raingage sites.",Y,amprtbkwj,GHRC,,,17-Mar-00,,Y,17-Mar-00,,,,30-Nov-11,AMPR Brightness Temperature (TB) KWAJEX,Other Field Experiments,Advanced Microwave Precipitation Radiometer (AMPR) Data Sets,,,,,/ftp/public/pub/data/ampr/kwajex/,,,,GHRC-LT01,N,1,CARTESIAN,CARTESIAN,AMPR BRIGHTNESS TEMPERATURE (TB) KWAJEX V1,,,1,0,0,17-Mar-00,,,,,
Lightning Products,GAI LIGHTNING GROUND STRIKES,1,1-Jan-88,31-Dec-94,53,20,-130,-60,CONUS,NATIVE,1 DAY,POINT,STEVE GOODMAN,256-922-5891,LITN_INV,N,gailightn,"This data set is restricted to EOS affiliated researchers.  The U.S. National Lightning Detection Network is a commercial lightning detection network operated by Global Atmospherics, Inc., (GAI), formerly Geomet Data Services. A network of about 105 antennae are connected to a central processor that records the time, polarity, signal strength, and number of strokes of each cloud-to-ground lightning flash detected over the United States starting from Jan. 1, 1994 to present.",Y,gdslightn,MSFC DAAC,M-31,These data are restricted to collaborators that have a working relationship with the NASA Marshall Space Flight Center (MSFC) Lightning Group.,1-Jan-88,,Y,1-Jan-88,,,LIS,6-Jan-12,GAI Lightning Ground Strikes,LIS SCF,,,,,,,,,,GHRC,N,1,CARTESIAN,CARTESIAN,GAI LIGHTNING GROUND STRIKES V1,,,0,0,0,1-Jan-88,,,,,
Lightning Products,LIGHTNING IMAGING SENSOR (LIS) BROWSE,3,1-Jan-98,,40,-40,-180,180,SUB-TROPICAL,GIF,ORBIT,3-6 km,DOUGLAS MACH,205-922-5830,BROWSE_INV,Y,lislip,"One day of LIS data in a GIF formatted file.  Orbital swaths and lightning locations along with equatorial crossing times in both UTC and local solar time are contained on two Mercator projections (one for ascending, the other for descending portions of the orbit).  Data validity, spacecraft health, and additional data are shown in a histogram along the bottom of the graphic.  LIS browse images are designed to be used as a quick look at a day's worth of data, and not as a scientific database.",N,lislipB,GHRC,M-233,,,,Y,2-Jun-99,,,,25-May-12,Lightning Imaging Sensor (LIS) Browse,LIS SCF,,,,,,,,,,GHRC-LT01,N,4,CARTESIAN,CARTESIAN,LIGHTNING IMAGING SENSOR (LIS) BROWSE V4,,,0,1,0,2-Jun-99,,,,,
Lightning Products,BROWSE US COMPOSITE LIGHTNING DAILY TOTAL FROM NLDN,3,1-Jan-88,,53,20,-130,-60,CONUS,GIF,DAILY COMPOSITE,8KM,STEVE GOODMAN,256-922-5891,BROWSE_INV,Y,daylightn,"The Global Hydrology Resource Center generates a cloud-to-ground lightning product from the data collected from the U.S. National Lightning Detection Network, a commercial lightning detection network operated by Global Atmospherics, Inc. (GAI), formerly Geomet Data Services. The daily products are produced by binning the number of flashes occurring in each pixel (pixel is approximately 8 km by 8 km) during a 24 hr period (00 UTC to 00 UTC). The data set begins on July 8, 1994 and continues through the present.",N,daylightnB,MSFC DAAC,M-127,These data are restricted to collaborators that have a working relationship with the NASA Marshall Space Flight Center (MSFC) Lightning Group.,,,Y,,,,LIS,6-Jan-12,Browse US Composite Lightning Daily Total from NLDN,LIS SCF,US Composite Lightning Datasets from Natl Lightning Network,,,,,,,,,GHRC-LT01,N,1,CARTESIAN,CARTESIAN,BROWSE US COMPOSITE LIGHTNING DAILY TOTAL FROM NLDN V1,,,0,1,0,3-Jan-88,,,,,
